rank,event_id,amount,failure_code,cause,strategy,recovery_probability,expected_recovered_amount,intervention_cost,expected_value,initial_action,final_action,safe_to_execute,rules_triggered
4894,PAY_08843,1406.46,gateway_timeout,Gateway timeout,Retry immediately,0.7721,1085.93,2.0,1083.93,retry_now,retry_now,True,['All safety checks passed']
4895,PAY_01651,1506.35,gateway_timeout,Gateway timeout,Retry immediately,0.7206,1085.48,2.0,1083.48,retry_now,retry_now,True,['All safety checks passed']
4896,PAY_03317,2126.7,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5104,1085.47,2.0,1083.47,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4897,PAY_00545,1940.44,mandate_expired,Mandate expired,Send re-authorization link,0.5588,1084.32,1.0,1083.32,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4898,PAY_03756,1521.3,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7134,1085.3,2.0,1083.3,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4899,PAY_05525,2129.56,mandate_expired,Mandate expired,Send re-authorization link,0.5088,1083.52,1.0,1082.52,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4900,PAY_03518,2354.19,checkout_abandon,Checkout abandonment,Send payment link,0.4601,1083.16,1.0,1082.16,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4901,PAY_06884,1712.5,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6326,1083.33,2.0,1081.33,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4902,PAY_06275,2211.38,checkout_abandon,Checkout abandonment,Send payment link,0.4888,1080.92,1.0,1079.92,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4903,PAY_08734,2159.64,checkout_abandon,Checkout abandonment,Send payment link,0.5004,1080.68,1.0,1079.68,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4904,PAY_01566,1325.09,gateway_timeout,Gateway timeout,Retry immediately,0.8163,1081.67,2.0,1079.67,retry_now,retry_now,True,['All safety checks passed']
4905,PAY_07607,2115.06,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5113,1081.43,2.0,1079.43,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4906,PAY_08757,2641.98,checkout_abandon,Checkout abandonment,Send payment link,0.4087,1079.78,1.0,1078.78,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4907,PAY_08055,1823.28,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5927,1080.66,2.0,1078.66,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4908,PAY_01857,2112.01,checkout_abandon,Checkout abandonment,Send payment link,0.5112,1079.66,1.0,1078.66,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4909,PAY_09097,1919.4,mandate_expired,Mandate expired,Send re-authorization link,0.5622,1079.09,1.0,1078.09,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4910,PAY_07358,1742.42,checkout_abandon,Checkout abandonment,Send payment link,0.6192,1078.91,1.0,1077.91,send_payment_link,send_payment_link,True,['All safety checks passed']
4911,PAY_01800,1605.25,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6724,1079.37,2.0,1077.37,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4912,PAY_09795,2316.9,mandate_expired,Mandate expired,Send re-authorization link,0.4653,1078.05,1.0,1077.05,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4913,PAY_09391,1836.82,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5874,1078.95,2.0,1076.95,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4914,PAY_00023,8489.52,other,Other failure,Escalate for review,0.1298,1101.94,25.0,1076.94,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4915,PAY_03134,1340.02,gateway_timeout,Gateway timeout,Retry immediately,0.8051,1078.85,2.0,1076.85,retry_now,retry_now,True,['All safety checks passed']
4916,PAY_07531,1820.77,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5924,1078.62,2.0,1076.62,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4917,PAY_08684,2435.18,mandate_expired,Mandate expired,Send re-authorization link,0.4423,1077.08,1.0,1076.08,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4918,PAY_03299,1607.87,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6698,1076.95,2.0,1074.95,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4919,PAY_05920,1862.91,checkout_abandon,Checkout abandonment,Send payment link,0.5775,1075.83,1.0,1074.83,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4920,PAY_02841,2113.65,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5094,1076.69,2.0,1074.69,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4921,PAY_05018,1500.58,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7167,1075.47,2.0,1073.47,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4922,PAY_08385,2020.72,checkout_abandon,Checkout abandonment,Send payment link,0.5315,1074.01,1.0,1073.01,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4923,PAY_07134,1637.17,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6562,1074.31,2.0,1072.31,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4924,PAY_00068,1574.5,checkout_abandon,Checkout abandonment,Send payment link,0.6816,1073.18,1.0,1072.18,send_payment_link,send_payment_link,True,['All safety checks passed']
4925,PAY_03692,2294.89,checkout_abandon,Checkout abandonment,Send payment link,0.4676,1073.09,1.0,1072.09,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4926,PAY_07797,1403.74,gateway_timeout,Gateway timeout,Retry immediately,0.765,1073.86,2.0,1071.86,retry_now,retry_now,True,['All safety checks passed']
4927,PAY_09452,1875.27,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5724,1073.4,2.0,1071.4,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4928,PAY_08151,3700.8,checkout_abandon,Checkout abandonment,Send payment link,0.2897,1072.12,1.0,1071.12,send_payment_link,send_payment_link,True,['All safety checks passed']
4929,PAY_07640,3177.04,checkout_abandon,Checkout abandonment,Send payment link,0.3374,1071.93,1.0,1070.93,send_payment_link,send_payment_link,True,['All safety checks passed']
4930,PAY_06646,2549.61,checkout_abandon,Checkout abandonment,Send payment link,0.4204,1071.86,1.0,1070.86,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4931,PAY_08372,1560.04,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6877,1072.84,2.0,1070.84,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4932,PAY_01741,1694.96,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6327,1072.4,2.0,1070.4,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4933,PAY_07305,2390.57,checkout_abandon,Checkout abandonment,Send payment link,0.4481,1071.21,1.0,1070.21,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4934,PAY_01932,1669.79,insufficient_funds,Insufficient funds,Retry after 24 hours,0.642,1072.01,2.0,1070.01,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4935,PAY_09016,2047.67,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5235,1071.96,2.0,1069.96,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4936,PAY_07218,1724.37,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6215,1071.7,2.0,1069.7,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4937,PAY_05367,1442.35,gateway_timeout,Gateway timeout,Retry immediately,0.7428,1071.38,2.0,1069.38,retry_now,retry_now,True,['All safety checks passed']
4938,PAY_07021,2830.08,mandate_expired,Mandate expired,Send re-authorization link,0.378,1069.77,1.0,1068.77,send_payment_link,send_payment_link,True,['All safety checks passed']
4939,PAY_06435,3514.55,checkout_abandon,Checkout abandonment,Send payment link,0.3042,1069.13,1.0,1068.13,send_payment_link,send_payment_link,True,['All safety checks passed']
4940,PAY_09753,5152.75,card_expired,Card expired,Request payment method update,0.2121,1092.9,25.0,1067.9,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4941,PAY_09868,8965.39,other,Other failure,Escalate for review,0.1219,1092.88,25.0,1067.88,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4942,PAY_05497,1371.07,gateway_timeout,Gateway timeout,Retry immediately,0.7798,1069.16,2.0,1067.16,retry_now,retry_now,True,['All safety checks passed']
4943,PAY_07078,1790.34,insufficient_funds,Insufficient funds,Retry after 24 hours,0.597,1068.83,2.0,1066.83,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4944,PAY_08616,1800.11,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5937,1068.73,2.0,1066.73,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4945,PAY_05613,1262.65,gateway_timeout,Gateway timeout,Retry immediately,0.8464,1068.71,2.0,1066.71,retry_now,retry_now,True,['All safety checks passed']
4946,PAY_08170,1656.55,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6449,1068.31,2.0,1066.31,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4947,PAY_02471,1576.59,gateway_timeout,Gateway timeout,Retry immediately,0.6771,1067.51,2.0,1065.51,retry_now,retry_now,True,['All safety checks passed']
4948,PAY_01169,1656.23,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6445,1067.44,2.0,1065.44,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4949,PAY_00439,1299.54,gateway_timeout,Gateway timeout,Retry immediately,0.8213,1067.31,2.0,1065.31,retry_now,retry_now,True,['All safety checks passed']
4950,PAY_02373,2228.91,mandate_expired,Mandate expired,Send re-authorization link,0.4783,1066.09,1.0,1065.09,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4951,PAY_04019,1813.59,mandate_expired,Mandate expired,Send re-authorization link,0.5878,1066.03,1.0,1065.03,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4952,PAY_08376,6272.0,other,Other failure,Escalate for review,0.1737,1089.45,25.0,1064.45,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4953,PAY_00583,1863.6,mandate_expired,Mandate expired,Send re-authorization link,0.5716,1065.23,1.0,1064.23,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4954,PAY_02146,1248.61,gateway_timeout,Gateway timeout,Retry immediately,0.8539,1066.19,2.0,1064.19,retry_now,retry_now,True,['All safety checks passed']
4955,PAY_08948,1730.21,checkout_abandon,Checkout abandonment,Send payment link,0.6156,1065.12,1.0,1064.12,send_payment_link,send_payment_link,True,['All safety checks passed']
4956,PAY_02828,17129.24,other,Other failure,Escalate for review,0.0635,1087.71,25.0,1062.71,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4957,PAY_01170,1737.95,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6122,1063.97,2.0,1061.97,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4958,PAY_08527,2370.51,checkout_abandon,Checkout abandonment,Send payment link,0.4484,1062.94,1.0,1061.94,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4959,PAY_04398,1571.26,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6771,1063.9,2.0,1061.9,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4960,PAY_06148,1269.7,gateway_timeout,Gateway timeout,Retry immediately,0.8377,1063.63,2.0,1061.63,retry_now,retry_now,True,['All safety checks passed']
4961,PAY_04629,1243.63,gateway_timeout,Gateway timeout,Retry immediately,0.8545,1062.68,2.0,1060.68,retry_now,retry_now,True,['All safety checks passed']
4962,PAY_09811,1276.21,gateway_timeout,Gateway timeout,Retry immediately,0.8321,1061.93,2.0,1059.93,retry_now,retry_now,True,['All safety checks passed']
4963,PAY_07398,6195.89,card_expired,Card expired,Request payment method update,0.1751,1084.9,25.0,1059.9,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4964,PAY_02790,1594.89,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6654,1061.24,2.0,1059.24,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4965,PAY_01895,1915.31,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5538,1060.7,2.0,1058.7,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4966,PAY_06486,1427.59,gateway_timeout,Gateway timeout,Retry immediately,0.7419,1059.13,2.0,1057.13,retry_now,retry_now,True,['All safety checks passed']
4967,PAY_04902,2682.85,checkout_abandon,Checkout abandonment,Send payment link,0.3944,1058.12,1.0,1057.12,send_payment_link,send_payment_link,True,['All safety checks passed']
4968,PAY_00498,1787.26,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5924,1058.77,2.0,1056.77,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4969,PAY_07544,1389.95,gateway_timeout,Gateway timeout,Retry immediately,0.7617,1058.72,2.0,1056.72,retry_now,retry_now,True,['All safety checks passed']
4970,PAY_08452,1501.95,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7049,1058.72,2.0,1056.72,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4971,PAY_00162,1210.54,gateway_timeout,Gateway timeout,Retry immediately,0.8745,1058.62,2.0,1056.62,retry_now,retry_now,True,['All safety checks passed']
4972,PAY_06526,7505.55,card_expired,Card expired,Request payment method update,0.1441,1081.55,25.0,1056.55,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4973,PAY_05041,2513.87,checkout_abandon,Checkout abandonment,Send payment link,0.4206,1057.33,1.0,1056.33,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4974,PAY_00377,2036.29,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5195,1057.85,2.0,1055.85,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4975,PAY_09725,1461.12,insufficient_funds,Insufficient funds,Retry after 24 hours,0.724,1057.85,2.0,1055.85,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4976,PAY_02389,7685.88,card_expired,Card expired,Request payment method update,0.1406,1080.63,25.0,1055.63,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4977,PAY_03605,2681.63,checkout_abandon,Checkout abandonment,Send payment link,0.394,1056.56,1.0,1055.56,send_payment_link,send_payment_link,True,['All safety checks passed']
4978,PAY_05436,1273.34,gateway_timeout,Gateway timeout,Retry immediately,0.8301,1057.0,2.0,1055.0,retry_now,retry_now,True,['All safety checks passed']
4979,PAY_06405,2085.63,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5063,1055.95,2.0,1053.95,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4980,PAY_06850,8923.72,other,Other failure,Escalate for review,0.1209,1078.88,25.0,1053.88,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4981,PAY_07198,2071.24,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5097,1055.71,2.0,1053.71,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4982,PAY_06632,1747.59,checkout_abandon,Checkout abandonment,Send payment link,0.6034,1054.5,1.0,1053.5,send_payment_link,send_payment_link,True,['All safety checks passed']
4983,PAY_06667,1645.27,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6409,1054.45,2.0,1052.45,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4984,PAY_00170,2400.14,checkout_abandon,Checkout abandonment,Send payment link,0.4388,1053.18,1.0,1052.18,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4985,PAY_07573,1430.66,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7368,1054.11,2.0,1052.11,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4986,PAY_01939,1270.0,gateway_timeout,Gateway timeout,Retry immediately,0.8298,1053.85,2.0,1051.85,retry_now,retry_now,True,['All safety checks passed']
4987,PAY_02156,4559.67,card_expired,Card expired,Request payment method update,0.2361,1076.54,25.0,1051.54,escalate_to_human,escalate_to_human,True,['All safety checks passed']
